Name,Personal Traits,image
Rashmi Desai,"Rashami Desai is an Indian television actress known for portraying Tapasya in Uttaran and Shorvori in Dil Se Dil Tak. She has participated in reality shows like Jhalak Dikhhla Jaa, Fear Factor: Khatron Ke Khiladi and Nach Baliye.[4] In 2019, she participated in the reality show Bigg Boss 13 emerging as the 3rd runner-up.[5][6] As of 2020, she portays Shalaka in the Balaji Telefilms series, Naagin: Bhagya Ka Zehreela Khel.Desai, who started her career at an early age, got her first break in Ravan on Zee TV followed by Meet Mila De Rabba on Sony TV and started acting in the show Uttaran on Colors from 2008. In March 2012 she opted out of Uttaran as she didn't believe she could portray an older role after the leap.[8] On 7 November 2012, she returned to Uttaran in positive shades.[9]Desai has worked in other serials including Pari Hoon Main. She has also done episodes for Ssshhhh...Phir Koi Hai. She has featured in reality shows such as Comedy Circus, Maha Sangram, Zara Nachke Dikha, Crime Patrol, Big Money, Kitchen Champion Season 2, Comedy Ka Maha Muqabala. ",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Rashami_Desai_graces_Kapil_Sharma_%26_Ginni_Chatrath%E2%80%99s_wedding_reception_%2826%29.jpg/220px-Rashami_Desai_graces_Kapil_Sharma_%26_Ginni_Chatrath%E2%80%99s_wedding_reception_%2826%29.jpg
Rashmi Gautam,"Rashmi Gautam is an Indian film actress, and television presenter  who appears mostly in Telugu films and TV. She is known for hosting the Telugu television comedy show Extra Jabardasth[2] and as conceptual team leader in reality dance show, Dhee. She also starred in the 2011 Tamil romantic film Kandaen, winning positive reviews for her performance and she was nominated for Best Female Debutant Actress in SIIMA Award for the movie of GURU (Kannada) which was remake of tamil hit film Mouna Guru.After appearing in a supporting role in the Telugu 2010 film, Prasthanam, Rashmi was spotted by actress Sangeetha at a reality dance show and she referred her to Mugil, who subsequently signed her on to play the lead role of Narmada in the film Kandaen.[3][4] A reviewer from The Hindu gave the film a positive review, citing that Rashmi ""makes her presence felt"" and that it was ""quite a solid role"".[5]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Rashmi_Gautam.jpg/220px-Rashmi_Gautam.jpg
Rashmika Mandanna,"Rashmika Mandanna (born 5 April 1996) is an Indian film actress and model who works predominantly in Telugu and Kannada films. She is popularly dubbed by the media and Kannada film industry as the 'Karnataka Crush'.[2][3][4] Rashmika is one among very few actresses to have a film gross ₹1 billion in such a short span[5] and one of the most popular and highest-paid actresses in Telugu and Kannada cinema industry.[6][7]Rashmika made her acting debut in Kannada 2016 film Kirik Party. In 2017 she starred in two commercially successful films, Anjani Putra and Chamak. Later she made her Telugu debut with romantic drama Chalo in 2018.[8] In the same year, she starred in the romcom film Geetha Govindam, which has become one of the highest profit earners in Telugu cinema, which earned her wide recognition.[9] Her third Telugu venture was multi-starrer big budget film titled Devadas.[10] It marked her third consecutive successful film in the same year in Telugu film industry after achieving a first hat trick-hit in Kannada film industry, established herself as one of the leading actresses of Telugu and Kannada cinema.[11]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Rashmika_Mandanna_PYTV_press_meet.jpg/220px-Rashmika_Mandanna_PYTV_press_meet.jpg
Ratan Rajput,"Ratan Rajput is an Indian television actress known for her portrayal of Ruchi Sharma in Radhaa Ki Betiyaan Kuch Kar Dikhayengi, Laali in Agle Janam Mohe Bitiya Hi Kijo, Amba in  Mahabharat and Santoshi in Santoshi Maa. She was a contestant on the popular reality show Bigg Boss in 2013.In Agle Janam Mohe Bitiya Hi Kijo she played a poor village girl who was sold off by her parents. This serial gave her greater recognition among both critics and audiences.She was also seen in Siddharth Kumar Tewary's Mahabharat as Princess Amba. Her role was of the Princess of Kashi who became the cause of Bhishma's death. Critics appraised her performance again and said that it was her best role to date. She made a comeback and played the role of Santoshi in &TV's Santoshi Maa.She made an entry in the ""Bigg Boss 7"" on the launch day of the show on 15 September 2013. On the show she was a very soft-spoken and helpful contestant. She remained in the show for 4 weeks and made two good friends ""Elli Avram"" and ""Hazel Keech""",https://upload.wikimedia.org/wikipedia/commons/3/35/Ratan-rajput.jpg
Rati Agnihotri,"Rati Agnihotri (born 10 December 1960) is an Indian actress whose films are mainly in Hindi, Tamil, Telugu and Kannada.Agnihotri was born in Bareilly, Uttar Pradesh, in ""a conservative Punjabi family.""[1] She began modelling at age ten.[2]Bharathiraja directed her in the film, Niram Maaratha Pookkal (1979).[3] Even though she was Punjabi, South Indian audiences embraced her as one of their own. She reciprocated by calling herself ""Tamilian at heart"" and calling Madras her home.[4] She also starred in Telugu and Kannada films and made 32 films in just three years.She worked with big banners and top stars in South Indian cinema.[citation needed] She had worked with director K. Balachander once before and had been Kamal Haasan's leading lady in many South Indian films, so she wasn't surprised when they approached her for the Hindi remake of their Telugu film Maro Charitra (1979). Now re-titled Ek Duuje Ke Liye (1981), the film was about passionate lovers who are torn apart by their parents in the storytelling tradition of Romeo and Juliet. It became one of the top grossing hits of 1981 and marked the debut into Hindi films of five stars of the South Indian film industry: director K. Balachander, hero Kamal Haasan, heroine Rati Agnihotri, singer S. P. Balasubrahmanyam and supporting actress Madhavi. She then starred in over 43 Hindi films.[citation needed] Her biggest hits were Farz Aur Kanoon (1982), Coolie (1983) opposite megastar Amitabh Bachchan, Tawaif (1985) for which she received her second Filmfare nomination as Best Actress, Aap Ke Saath (1986) And Hukumat (1987) opposite the Bollywood icon Dharmendra.[citation needed]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/RatiAgnihotri1.jpg/220px-RatiAgnihotri1.jpg
Ratna Pathak Shah,"Ratna Pathak (born 18 March 1957), also known by her married name Ratna Pathak Shah is an Indian actress and director best known for her work in theatre, television and Bollywood films. Her numerous work in theatre includes a series of plays in both English and Hindi. She rose to prominence when she appeared in the hit TV serial Idhar Udhar in the 1980s.[3]She is perhaps best known for her iconic performance as Maya Sarabhai in the sitcom Sarabhai vs Sarabhai. She also portrayed supporting roles in movies including the coming-of-age romantic drama Jaane Tu Ya Jaane Na (2008), the action comedy Golmaal 3 (2010), the family drama Kapoor and Sons (2016), and the widely acclaimed black-comedy Lipstick Under My Burkha (2017), all of which earned her nominations for the Filmfare Award for Best Supporting Actress. She also appeared in the romantic comedy Ek Mai Aur Ekk Tu (2012) and the comedy-drama Khoobsurat (2014). She married acclaimed theatre and Bollywood actor Naseeruddin Shah in 1982. ",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Ratna_Pathak_at_premiere_of_LWS_at_Mami_2016_with_KSS_%2805%29_%28cropped%29.jpg/220px-Ratna_Pathak_at_premiere_of_LWS_at_Mami_2016_with_KSS_%2805%29_%28cropped%29.jpg
Raveena Tandon,"Raveena Tandon (born 26 October 1970) is an Indian actress who works in Hindi films. She has received a National Film Award and two Filmfare Awards.Tandon was born in Bombay (present-day Mumbai) to Ravi Tandon and Veena Tandon. Tandon is a niece of character actor Mac Mohan and thus a cousin of Manjari Makijany, his daughter.[2] Tandon is also a cousin of actress Kiran Rathod.[3] She started her career as a model.[4]Tandon debuted with the film Patthar Ke Phool (1991) which was a hit;[5] she received the Filmfare Award for Lux New Face of the Year for her performance.Her next films Mohra (1994), Dilwale (1994) and Laadla (1994) were box office hits while the third from these earned her a nomination for the Filmfare Award for Best Supporting Actress. Mohra and Laadla were the second and seventh biggest hits of 1994 respectively.[6] Her other releases of that year included the thriller Imtihaan and the cult comedy Andaz Apna Apna.In 1995, she starred with Shah Rukh Khan for the first time in Zamaana Deewana; the film failed to do well.[7]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Raveena_Tandon_in_Umang_2020.jpg/220px-Raveena_Tandon_in_Umang_2020.jpg
Reena Roy,"Reena Roy is a Hindi Bollywood actress who has performed leading roles in many films from 1972 to 1985 and was a leading actress of that era. She was one of the higher-paid actresses of her time. She was known for playing glamorous and strong female-oriented roles. She is the recipient of a Filmfare Award for Best Supporting Actress, for her performance in film Apnapan (1977), and has received nominations for Filmfare Best Actress Award for Nagin (1976) and Aasha (1980).Reena Roy was born Saira Ali, the third daughter of Sadiq Ali, a small-time actor and Sharda Rai, who acted in film Bawre Nain and later produced the film Gunehgar Kaun. She has three siblings who all disowned their father after the parents divorced. Her mother renamed all the four children after the divorce. When she was a newcomer in the industry she was considered as the daughter of actress Asha Parekh and director Nasir Hussain. She was renamed Roopa Rai, which was changed to Reena Roy by the producer of her first film, Zaroorat.[1] She started acting in films in her teens. She disputed reports that her decision to enter films was to financially support her mother and siblings.[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Evelyn-Sharma-snapped-attending-the-Knight-Frank-India-event-2_%28cropped%29.jpg/220px-Evelyn-Sharma-snapped-attending-the-Knight-Frank-India-event-2_%28cropped%29.jpg
Reema Lagoo,"Reema Lagoo (born Nayan Bhadbhade[2]) (21 June 1958 – 18 May 2017) was an Indian theatre and screen actress known for her work in Hindi and Marathi cinema.[citation needed] She began her acting career in the Marathi theatre.[3], after which she became a household name for playing motherly roles in the 1990s and early 2000s. She was immortalized and became a household name after her roles in the 90s classic TV sitcoms Shriman Shrimati (as Kokila Kulkarni)[4] and as Devaki Verma starring opposite Supriya Pilgaonkar in Tu Tu Main Main.Lagoo's career as an actor began as a child, influenced by her mother, who was a Marathi stage and film actress. She appeared in five films including Masterji, directed by Durga Khote. Her senior career continued in Marathi stage after a long gap following work as a child artiste. It began with her coming to Mumbai and appearing in P. L. Deshpande's play, an adaptation of My Fair Lady.[5] However, she received wider recognition with roles in  television serials, Hindi and Marathi films. She debuted in films in 1979 with the Marathi film Sinhasan.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Reema_Lagoo_%281_May_2011%29.jpg/220px-Reema_Lagoo_%281_May_2011%29.jpg
Reema Sen,"Reema Sen (born 29 October 1981[1]) is an Indian actress and model who primarily appeared in Tamil films while appearing in just a few Telugu and Hindi films.Reema Sen was born in Kolkata[2] on 29 October 1981. She completed high school from St. Thomas Girls School in Kidderpore, Kolkata, after which her family moved to Mumbai.Reema Sen married businessman Shiv Karan Singh in 2012. She gave birth to their first child, son Rudraveer, on 22 February 2013.[3]In Mumbai, she began her modelling career, appearing in a number of advertising campaigns. She then moved to films and made her acting debut with the blockbuster Telugu film Chitram, in which she acted opposite Uday Kiran, whom she later paired with in Manasantha Nuvve. She also appeared in the Tamil film Minnale, which was very successful.[5] Her first Hindi film Hum Ho Gaye Aapke flopped, and she decided to continue working in Tamil cinema. Her appearance in the Tamil film Rendu was successful. People found her facial expressions in the film Thimiru endearing and her performance in Vallavan was applauded. Her role in Aayirathil Oruvan was highly praised by viewers and critics.[6] [7]She ended her film career in 2012 ending as she got married.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Reema_sen.jpg/220px-Reema_sen.jpg
